CF_FRG,CF_SMILES,Analyticon_SMILES,Analyticon_ID,Substructure_SMILES,Analyticon_2D_Mol,CF_2D_Mol,Substructure_2D_Mol,Exit_Atom_Numbers,Substructure_Exit_Atoms,ChEMBL_Molecule_ID,ChEMBL_Activity_ID,ChEMBL_Assay_ID,ChEMBL_Assay_Type,pChEMBL_Value,ChEMBL_Relation,ChEMBL_Standard_Unit,ChEMBL_Standard_Value,ChEMBL_Target_ID,ChEMBL_Value_Type,units,value,ChEMBL_Assay_Confidence_Description,ChEMBL_Assay_Confidence_Score,ChEMBL_Assay_Description,ChEMBL_Target_Organism,ChEMBL_Target_Name,ChEMBL_Target_Type
FRG070,COc1ccc(-c2nnc([C@H]3CCNC3)o2)cc1,COc1ccc(-c2nnc([C@H]3CCN(CC4CC4)C3)o2)cc1,NAT31-459673,COc1ccc(-c2nnc([C@H]3CCNC3)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a0cd440>,<rdkit.Chem.rdchem.Mol object at 0x7f501a641710>,<rdkit.Chem.rdchem.Mol object at 0x7f5019f0ee30>,[13],<rdkit.Chem.rdchem.Mol object at 0x7f501b3307c0>,CHEMBL3436777,21648018.0,CHEMBL4649957,F,,=,%,-0.8346,CHEMBL4662922,Percent Effect,%,-0.83460512800015,Homologous single protein target assigned,8,Biochemical assay for Mt-TrpRS,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Tryptophan--tRNA ligase,SINGLE PROTEIN
FRG073,Clc1ccc(-c2nnc([C@H]3CCNC3)o2)cc1,Clc1ccc(-c2nnc([C@H]3CCN(C4CCCCC4)C3)o2)cc1,NAT31-458869,Clc1ccc(-c2nnc([C@H]3CCNC3)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a23f6f0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a6850d0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019f3c4f0>,[12],<rdkit.Chem.rdchem.Mol object at 0x7f501b331760>,CHEMBL3436914,21807086.0,CHEMBL4649957,F,,=,%,-0.8346,CHEMBL4662922,Percent Effect,%,-0.83460512800015,Homologous single protein target assigned,8,Biochemical assay for Mt-TrpRS,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Tryptophan--tRNA ligase,SINGLE PROTEIN
FRG074,c1cc(-c2nnc([C@H]3CCNC3)o2)ccn1,c1cc(-c2nnc([C@H]3CCN(C4CCCCC4)C3)o2)ccn1,NAT31-459164,c1cc(-c2nnc([C@H]3CCNC3)o2)ccn1,<rdkit.Chem.rdchem.Mol object at 0x7f501a23ef20>,<rdkit.Chem.rdchem.Mol object at 0x7f501a4c9710>,<rdkit.Chem.rdchem.Mol object at 0x7f5019f71170>,[10],<rdkit.Chem.rdchem.Mol object at 0x7f501b332700>,CHEMBL3436820,21807081.0,CHEMBL4649957,F,,=,%,-5.994,CHEMBL4662922,Percent Effect,%,-5.99393466794529,Homologous single protein target assigned,8,Biochemical assay for Mt-TrpRS,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Tryptophan--tRNA ligase,SINGLE PROTEIN
FRG074,c1cc(-c2nnc([C@H]3CCNC3)o2)ccn1,c1cc(-c2nnc([C@H]3CCN(C4CCOCC4)C3)o2)ccn1,NAT31-459188,c1cc(-c2nnc([C@H]3CCNC3)o2)ccn1,<rdkit.Chem.rdchem.Mol object at 0x7f501a0a76f0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a4cbc90>,<rdkit.Chem.rdchem.Mol object at 0x7f5019f726b0>,[10],<rdkit.Chem.rdchem.Mol object at 0x7f501b333060>,CHEMBL3436822,21648048.0,CHEMBL4649957,F,,=,%,0.3794,CHEMBL4662922,Percent Effect,%,0.37935719609506,Homologous single protein target assigned,8,Biochemical assay for Mt-TrpRS,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Tryptophan--tRNA ligase,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,CS(=O)(=O)N1CC[C@H](c2nc3ccc(C(F)(F)F)cc3[nH]2)C1,NAT31-455111,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a0f8d60>,<rdkit.Chem.rdchem.Mol object at 0x7f501a54e4d0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019dcbe70>,"[1, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501b374e00>,CHEMBL3437556,21647983.0,CHEMBL4649957,F,,=,%,-5.648,CHEMBL4662922,Percent Effect,%,-5.64759373817404,Homologous single protein target assigned,8,Biochemical assay for Mt-TrpRS,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Tryptophan--tRNA ligase,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,Cc1ccc2[nH]c([C@H]3CCN(CC4CCCCC4)C3)nc2c1,NAT31-457143,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a0f9a80>,<rdkit.Chem.rdchem.Mol object at 0x7f501a398090>,<rdkit.Chem.rdchem.Mol object at 0x7f5019dc89a0>,"[0, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501b375a80>,CHEMBL3436799,21965691.0,CHEMBL4649957,F,,=,%,-2.184,CHEMBL4662922,Percent Effect,%,-2.18373551627362,Homologous single protein target assigned,8,Biochemical assay for Mt-TrpRS,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Tryptophan--tRNA ligase,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,Fc1ccc2[nH]c([C@H]3CCN(C4CCOCC4)C3)nc2c1,NAT31-457227,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a129260>,<rdkit.Chem.rdchem.Mol object at 0x7f501a39a570>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df7d80>,"[0, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501b376d40>,CHEMBL3436869,21807046.0,CHEMBL4649957,F,,=,%,9.864,CHEMBL4662922,Percent Effect,%,9.86445807840298,Homologous single protein target assigned,8,Biochemical assay for Mt-TrpRS,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Tryptophan--tRNA ligase,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,FC(F)(F)c1ccc2nc([C@H]3CCN(C4CCC4)C3)[nH]c2c1,NAT31-457555,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a12ab60>,<rdkit.Chem.rdchem.Mol object at 0x7f501a3d9530>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df49a0>,"[0, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501aec0540>,CHEMBL3437380,21647977.0,CHEMBL4649957,F,,=,%,-4.292,CHEMBL4662922,Percent Effect,%,-4.29216085057235,Homologous single protein target assigned,8,Biochemical assay for Mt-TrpRS,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Tryptophan--tRNA ligase,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,FC(F)(F)c1ccc2nc([C@H]3CCN(C4CCCCC4)C3)[nH]c2c1,NAT31-457557,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a12b2e0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a3d97b0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df4d60>,"[0, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501aec0680>,CHEMBL3437328,20850067.0,CHEMBL4649957,F,,=,%,-4.593,CHEMBL4662922,Percent Effect,%,-4.59337423520893,Homologous single protein target assigned,8,Biochemical assay for Mt-TrpRS,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Tryptophan--tRNA ligase,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,CN1CCC(N2CC[C@H](c3nc4ccc(C(F)(F)F)cc4[nH]3)C2)CC1,NAT31-457573,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a157d80>,<rdkit.Chem.rdchem.Mol object at 0x7f501a3da070>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df5a80>,"[1, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501aec0ae0>,CHEMBL3437559,21807040.0,CHEMBL4649957,F,,=,%,-6.852,CHEMBL4662922,Percent Effect,%,-6.85240626182596,Homologous single protein target assigned,8,Biochemical assay for Mt-TrpRS,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Tryptophan--tRNA ligase,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,FC(F)(F)c1ccc2nc([C@H]3CCN(C4CCOCC4)C3)[nH]c2c1,NAT31-457581,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a1577e0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a3da890>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df6200>,"[0, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501aec0d60>,CHEMBL3437560,21329087.0,CHEMBL4649957,F,,=,%,-2.937,CHEMBL4662922,Percent Effect,%,-2.93674163460213,Homologous single protein target assigned,8,Biochemical assay for Mt-TrpRS,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Tryptophan--tRNA ligase,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,CC(C)N1CC[C@H](c2nc3ccc(C(F)(F)F)cc3[nH]2)C1,NAT31-457588,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a157240>,<rdkit.Chem.rdchem.Mol object at 0x7f501bc2b010>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df6980>,"[1, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501aec0fe0>,CHEMBL3437327,21488076.0,CHEMBL4649957,F,,=,%,-4.593,CHEMBL4662922,Percent Effect,%,-4.59337423520893,Homologous single protein target assigned,8,Biochemical assay for Mt-TrpRS,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Tryptophan--tRNA ligase,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,COc1ccc(CN2CC[C@H](c3nc4cccc(C(N)=O)c4[nH]3)C2)cc1,NAT31-470153,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a156e30>,<rdkit.Chem.rdchem.Mol object at 0x7f501a45c3b0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019e207c0>,"[2, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501aec2f20>,CHEMBL3437366,21169395.0,CHEMBL4649957,F,,=,%,-1.297,CHEMBL4662922,Percent Effect,%,-1.29672021901477,Homologous single protein target assigned,8,Biochemical assay for Mt-TrpRS,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Tryptophan--tRNA ligase,SINGLE PROTEIN
FRG145,Clc1ccc(-c2c[nH]c([C@@H]3COCCN3)n2)s1,CC(=O)N1CCC(N2CCOC[C@H]2c2nc(-c3ccc(Cl)s3)c[nH]2)CC1,NAT41-530308,Clc1ccc(-c2c[nH]c([C@@H]3COCCN3)n2)s1,<rdkit.Chem.rdchem.Mol object at 0x7f501a1806d0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a41f6f0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019e4e160>,[14],<rdkit.Chem.rdchem.Mol object at 0x7f501af00c20>,CHEMBL3437292,21965728.0,CHEMBL4649957,F,,=,%,-0.2276,CHEMBL4662922,Percent Effect,%,-0.2276170743129,Homologous single protein target assigned,8,Biochemical assay for Mt-TrpRS,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Tryptophan--tRNA ligase,SINGLE PROTEIN
FRG168,NC[C@H]1O[C@H](Cc2cc(-c3ccccc3)on2)CC[C@@H]1O,O[C@H]1CC[C@@H](Cc2cc(-c3ccccc3)on2)O[C@@H]1CNCC1CC1,NAT12-540553,NC[C@H]1O[C@H](Cc2cc(-c3ccccc3)on2)CC[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f501a2a6890>,<rdkit.Chem.rdchem.Mol object at 0x7f501a732d90>,<rdkit.Chem.rdchem.Mol object at 0x7f5019fdf510>,[0],<rdkit.Chem.rdchem.Mol object at 0x7f501af03740>,CHEMBL3437354,21965591.0,CHEMBL4649957,F,,=,%,-1.022,CHEMBL4662922,Percent Effect,%,-1.02228905903934,Homologous single protein target assigned,8,Biochemical assay for Mt-TrpRS,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Tryptophan--tRNA ligase,SINGLE PROTEIN
FRG236,CS(=O)(=O)c1ccc(O[C@@H]2CNCCOC2)cc1,CC(C)CN1CCOC[C@H](Oc2ccc(S(C)(=O)=O)cc2)C1,NAT47-552461,CS(=O)(=O)c1ccc(O[C@@H]2CNCCOC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a0a67f0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a39bf10>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df5710>,[11],<rdkit.Chem.rdchem.Mol object at 0x7f501af84180>,CHEMBL3437176,21965553.0,CHEMBL4649957,F,,=,%,-0.09292,CHEMBL4662922,Percent Effect,%,-0.09292009225,Homologous single protein target assigned,8,Biochemical assay for Mt-TrpRS,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Tryptophan--tRNA ligase,SINGLE PROTEIN
FRG236,CS(=O)(=O)c1ccc(O[C@@H]2CNCCOC2)cc1,Cc1nc(C)c(CN2CCOC[C@H](Oc3ccc(S(C)(=O)=O)cc3)C2)s1,NAT47-552478,CS(=O)(=O)c1ccc(O[C@@H]2CNCCOC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a214ea0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a3d86d0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df4810>,[11],<rdkit.Chem.rdchem.Mol object at 0x7f501af84400>,CHEMBL3437308,21328934.0,CHEMBL4649957,F,,=,%,-6.784,CHEMBL4662922,Percent Effect,%,-6.78437665313574,Homologous single protein target assigned,8,Biochemical assay for Mt-TrpRS,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Tryptophan--tRNA ligase,SINGLE PROTEIN
FRG001,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,O[C@@H]1C[C@@H](c2nc(-c3ccc(F)cc3)no2)N(C2CCOCC2)C1,NAT18-349780,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f501a1ba250>,<rdkit.Chem.rdchem.Mol object at 0x7f501abc71a0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a08cb80>,[3],<rdkit.Chem.rdchem.Mol object at 0x7f501b56aac0>,CHEMBL3437454,21124073.0,CHEMBL4649943,F,,=,%,3.632,CHEMBL3301561,Percent Effect,%,3.63177805800757,Homologous single protein target assigned,8,"Pf-KRS-1 (Lysyl-RNA Synthetase-1, KRS-1, cytosolic KRS) from Plasmodium falciparum.  Inhibitor assay, 384 well plate, luminescence read.",Plasmodium falciparum (isolate 3D7),Lysine--tRNA ligase,SINGLE PROTEIN
FRG001,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,Cc1ccc(CN2C[C@H](O)C[C@H]2c2nc(-c3ccc(F)cc3)no2)cc1,NAT18-349783,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f501a1b9cb0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a6f5ad0>,<rdkit.Chem.rdchem.Mol object at 0x7f501bc740e0>,[3],<rdkit.Chem.rdchem.Mol object at 0x7f501b56a7a0>,CHEMBL3437550,20804744.0,CHEMBL4649943,F,,=,%,2.762,CHEMBL3301561,Percent Effect,%,2.76155717761557,Homologous single protein target assigned,8,"Pf-KRS-1 (Lysyl-RNA Synthetase-1, KRS-1, cytosolic KRS) from Plasmodium falciparum.  Inhibitor assay, 384 well plate, luminescence read.",Plasmodium falciparum (isolate 3D7),Lysine--tRNA ligase,SINGLE PROTEIN
FRG009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,CC(C)N1C[C@H](O)C[C@H]1c1nc(-c2ccc(OC(F)(F)F)cc2)no1,NAT18-348779,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a1ebba0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a731f30>,<rdkit.Chem.rdchem.Mol object at 0x7f5019ebd7b0>,"[0, 15]",<rdkit.Chem.rdchem.Mol object at 0x7f501b523a60>,CHEMBL3436907,20964006.0,CHEMBL4649943,F,,=,%,5.174,CHEMBL3301561,Percent Effect,%,5.17367906066536,Homologous single protein target assigned,8,"Pf-KRS-1 (Lysyl-RNA Synthetase-1, KRS-1, cytosolic KRS) from Plasmodium falciparum.  Inhibitor assay, 384 well plate, luminescence read.",Plasmodium falciparum (isolate 3D7),Lysine--tRNA ligase,SINGLE PROTEIN
FRG009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3C3CCCCC3)n2)cc1,NAT18-349420,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a1e9170>,<rdkit.Chem.rdchem.Mol object at 0x7f501a7330b0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019ebf790>,[15],<rdkit.Chem.rdchem.Mol object at 0x7f501b522480>,CHEMBL3437576,21283636.0,CHEMBL4649943,F,,=,%,4.842,CHEMBL3301561,Percent Effect,%,4.84237074401009,Homologous single protein target assigned,8,"Pf-KRS-1 (Lysyl-RNA Synthetase-1, KRS-1, cytosolic KRS) from Plasmodium falciparum.  Inhibitor assay, 384 well plate, luminescence read.",Plasmodium falciparum (isolate 3D7),Lysine--tRNA ligase,SINGLE PROTEIN
FRG009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,CN1C[C@H](O)C[C@H]1c1nc(-c2ccc3c(c2)OCO3)no1,NAT18-381860,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a1ead40>,<rdkit.Chem.rdchem.Mol object at 0x7f501a7757b0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019ebf740>,"[0, 15, 18]",<rdkit.Chem.rdchem.Mol object at 0x7f501b521120>,CHEMBL3437452,20963967.0,CHEMBL4649943,F,,=,%,5.127,CHEMBL3301561,Percent Effect,%,5.12693498452012,Homologous single protein target assigned,8,"Pf-KRS-1 (Lysyl-RNA Synthetase-1, KRS-1, cytosolic KRS) from Plasmodium falciparum.  Inhibitor assay, 384 well plate, luminescence read.",Plasmodium falciparum (isolate 3D7),Lysine--tRNA ligase,SINGLE PROTEIN
FRG009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,CN1C[C@H](O)C[C@H]1c1nc(-c2ccc(OC(F)(F)F)cc2)no1,NAT18-381915,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a216ca0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a7771f0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019ee5e90>,"[0, 15]",<rdkit.Chem.rdchem.Mol object at 0x7f501b5202c0>,CHEMBL3437517,21283603.0,CHEMBL4649943,F,,=,%,2.361,CHEMBL3301561,Percent Effect,%,2.3605675146771,Homologous single protein target assigned,8,"Pf-KRS-1 (Lysyl-RNA Synthetase-1, KRS-1, cytosolic KRS) from Plasmodium falciparum.  Inhibitor assay, 384 well plate, luminescence read.",Plasmodium falciparum (isolate 3D7),Lysine--tRNA ligase,SINGLE PROTEIN
FRG070,COc1ccc(-c2nnc([C@H]3CCNC3)o2)cc1,COc1ccc(-c2nnc([C@H]3CCN(CC(C)(C)C)C3)o2)cc1,NAT31-459655,COc1ccc(-c2nnc([C@H]3CCNC3)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a0cfba0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a640310>,<rdkit.Chem.rdchem.Mol object at 0x7f5019f0d030>,[13],<rdkit.Chem.rdchem.Mol object at 0x7f501b3302c0>,CHEMBL3436819,21602456.0,CHEMBL4649943,F,,=,%,4.035,CHEMBL3301561,Percent Effect,%,4.03530895334174,Homologous single protein target assigned,8,"Pf-KRS-1 (Lysyl-RNA Synthetase-1, KRS-1, cytosolic KRS) from Plasmodium falciparum.  Inhibitor assay, 384 well plate, luminescence read.",Plasmodium falciparum (isolate 3D7),Lysine--tRNA ligase,SINGLE PROTEIN
FRG070,COc1ccc(-c2nnc([C@H]3CCNC3)o2)cc1,COc1ccc(-c2nnc([C@H]3CCN(CC4CC4)C3)o2)cc1,NAT31-459673,COc1ccc(-c2nnc([C@H]3CCNC3)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a0cd440>,<rdkit.Chem.rdchem.Mol object at 0x7f501a641710>,<rdkit.Chem.rdchem.Mol object at 0x7f5019f0ee30>,[13],<rdkit.Chem.rdchem.Mol object at 0x7f501b3307c0>,CHEMBL3436777,21442950.0,CHEMBL4649943,F,,=,%,4.792,CHEMBL3301561,Percent Effect,%,4.79192938209332,Homologous single protein target assigned,8,"Pf-KRS-1 (Lysyl-RNA Synthetase-1, KRS-1, cytosolic KRS) from Plasmodium falciparum.  Inhibitor assay, 384 well plate, luminescence read.",Plasmodium falciparum (isolate 3D7),Lysine--tRNA ligase,SINGLE PROTEIN
FRG073,Clc1ccc(-c2nnc([C@H]3CCNC3)o2)cc1,Clc1ccc(-c2nnc([C@H]3CCN(C4CCCCC4)C3)o2)cc1,NAT31-458869,Clc1ccc(-c2nnc([C@H]3CCNC3)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a23f6f0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a6850d0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019f3c4f0>,[12],<rdkit.Chem.rdchem.Mol object at 0x7f501b331760>,CHEMBL3436914,21442978.0,CHEMBL4649943,F,,=,%,3.38,CHEMBL3301561,Percent Effect,%,3.37957124842371,Homologous single protein target assigned,8,"Pf-KRS-1 (Lysyl-RNA Synthetase-1, KRS-1, cytosolic KRS) from Plasmodium falciparum.  Inhibitor assay, 384 well plate, luminescence read.",Plasmodium falciparum (isolate 3D7),Lysine--tRNA ligase,SINGLE PROTEIN
FRG074,c1cc(-c2nnc([C@H]3CCNC3)o2)ccn1,c1cc(-c2nnc([C@H]3CCN(C4CCCCC4)C3)o2)ccn1,NAT31-459164,c1cc(-c2nnc([C@H]3CCNC3)o2)ccn1,<rdkit.Chem.rdchem.Mol object at 0x7f501a23ef20>,<rdkit.Chem.rdchem.Mol object at 0x7f501a4c9710>,<rdkit.Chem.rdchem.Mol object at 0x7f5019f71170>,[10],<rdkit.Chem.rdchem.Mol object at 0x7f501b332700>,CHEMBL3436820,20804924.0,CHEMBL4649943,F,,=,%,6.129,CHEMBL3301561,Percent Effect,%,6.12862547288777,Homologous single protein target assigned,8,"Pf-KRS-1 (Lysyl-RNA Synthetase-1, KRS-1, cytosolic KRS) from Plasmodium falciparum.  Inhibitor assay, 384 well plate, luminescence read.",Plasmodium falciparum (isolate 3D7),Lysine--tRNA ligase,SINGLE PROTEIN
FRG074,c1cc(-c2nnc([C@H]3CCNC3)o2)ccn1,c1cc(-c2nnc([C@H]3CCN(C4CCOCC4)C3)o2)ccn1,NAT31-459188,c1cc(-c2nnc([C@H]3CCNC3)o2)ccn1,<rdkit.Chem.rdchem.Mol object at 0x7f501a0a76f0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a4cbc90>,<rdkit.Chem.rdchem.Mol object at 0x7f5019f726b0>,[10],<rdkit.Chem.rdchem.Mol object at 0x7f501b333060>,CHEMBL3436822,21283650.0,CHEMBL4649943,F,,=,%,1.438,CHEMBL3301561,Percent Effect,%,1.437578814628,Homologous single protein target assigned,8,"Pf-KRS-1 (Lysyl-RNA Synthetase-1, KRS-1, cytosolic KRS) from Plasmodium falciparum.  Inhibitor assay, 384 well plate, luminescence read.",Plasmodium falciparum (isolate 3D7),Lysine--tRNA ligase,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,CS(=O)(=O)N1CC[C@H](c2nc3ccc(C(F)(F)F)cc3[nH]2)C1,NAT31-455111,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a0f8d60>,<rdkit.Chem.rdchem.Mol object at 0x7f501a54e4d0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019dcbe70>,"[1, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501b374e00>,CHEMBL3437556,20964012.0,CHEMBL4649943,F,,=,%,2.654,CHEMBL3301561,Percent Effect,%,2.6541095890411,Homologous single protein target assigned,8,"Pf-KRS-1 (Lysyl-RNA Synthetase-1, KRS-1, cytosolic KRS) from Plasmodium falciparum.  Inhibitor assay, 384 well plate, luminescence read.",Plasmodium falciparum (isolate 3D7),Lysine--tRNA ligase,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,Cc1ccc2[nH]c([C@H]3CCN(CC4CCCCC4)C3)nc2c1,NAT31-457143,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a0f9a80>,<rdkit.Chem.rdchem.Mol object at 0x7f501a398090>,<rdkit.Chem.rdchem.Mol object at 0x7f5019dc89a0>,"[0, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501b375a80>,CHEMBL3436799,21920541.0,CHEMBL4649943,F,,=,%,1.137,CHEMBL3301561,Percent Effect,%,1.13747553816047,Homologous single protein target assigned,8,"Pf-KRS-1 (Lysyl-RNA Synthetase-1, KRS-1, cytosolic KRS) from Plasmodium falciparum.  Inhibitor assay, 384 well plate, luminescence read.",Plasmodium falciparum (isolate 3D7),Lysine--tRNA ligase,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,Fc1ccc2[nH]c([C@H]3CCN(C4CCOCC4)C3)nc2c1,NAT31-457227,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a129260>,<rdkit.Chem.rdchem.Mol object at 0x7f501a39a570>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df7d80>,"[0, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501b376d40>,CHEMBL3436869,21442943.0,CHEMBL4649943,F,,=,%,-1.822,CHEMBL3301561,Percent Effect,%,-1.82240704500978,Homologous single protein target assigned,8,"Pf-KRS-1 (Lysyl-RNA Synthetase-1, KRS-1, cytosolic KRS) from Plasmodium falciparum.  Inhibitor assay, 384 well plate, luminescence read.",Plasmodium falciparum (isolate 3D7),Lysine--tRNA ligase,SINGLE PROTEIN
